9.790000000000000000e+02 0.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 3.600000000000000000e+01 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 2.116000000000000000e+03 8.800000000000000000e+01 1.700000000000000000e+02 5.900000000000000000e+01 1.000000000000000000e+02 5.300000000000000000e+01 1.370000000000000000e+02 1.700000000000000000e+01 4.000000000000000000e+01
2.400000000000000000e+01 2.000000000000000000e+00 9.600000000000000000e+02 8.000000000000000000e+01 0.000000000000000000e+00 1.200000000000000000e+01 2.100000000000000000e+01 3.000000000000000000e+00 6.700000000000000000e+01 1.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+00 8.500000000000000000e+02 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
8.000000000000000000e+00 1.800000000000000000e+01 2.800000000000000000e+01 1.800000000000000000e+01 1.779000000000000000e+03 5.500000000000000000e+01 4.300000000000000000e+01 7.000000000000000000e+01 7.100000000000000000e+01 3.610000000000000000e+02
1.200000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 2.100000000000000000e+01 7.000000000000000000e+00 9.630000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00 2.700000000000000000e+01 4.000000000000000000e+00
2.200000000000000000e+01 6.000000000000000000e+00 2.500000000000000000e+01 8.000000000000000000e+00 2.100000000000000000e+01 1.600000000000000000e+01 1.388000000000000000e+03 6.000000000000000000e+00 2.700000000000000000e+01 6.000000000000000000e+00
4.300000000000000000e+01 3.000000000000000000e+01 1.410000000000000000e+02 7.500000000000000000e+01 6.200000000000000000e+01 5.200000000000000000e+01 3.300000000000000000e+01 1.800000000000000000e+03 3.400000000000000000e+01 1.620000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.910000000000000000e+02 0.000000000000000000e+00
4.000000000000000000e+00 7.000000000000000000e+00 1.600000000000000000e+01 9.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 1.600000000000000000e+01 1.500000000000000000e+01 6.900000000000000000e+01 9.440000000000000000e+02
