2.409000000000000030e-02 2.739999999999999814e-03 0.000000000000000000e+00 7.320000000000000118e-03 2.439999999999999895e-03 8.840000000000000635e-03 1.281000000000000021e-02 0.000000000000000000e+00 1.520000000000000084e-03 0.000000000000000000e+00
1.520000000000000084e-03 7.532999999999999419e-02 2.439999999999999895e-03 2.999999999999999737e-04 1.128000000000000010e-02 2.999999999999999737e-04 1.128000000000000010e-02 7.320000000000000118e-03 9.759999999999999579e-03 1.311000000000000013e-02
9.100000000000000016e-04 1.798999999999999905e-02 1.585999999999999910e-02 6.099999999999999737e-04 2.135000000000000092e-02 6.100000000000000387e-03 3.050000000000000194e-03 7.620000000000000037e-03 2.999999999999999737e-04 2.439999999999999895e-03
3.050000000000000194e-03 0.000000000000000000e+00 1.524999999999999967e-02 4.848999999999999838e-02 7.009999999999999738e-03 1.188999999999999953e-02 6.099999999999999737e-04 0.000000000000000000e+00 2.999999999999999737e-04 7.320000000000000118e-03
6.709999999999999819e-03 7.320000000000000118e-03 3.050000000000000194e-03 1.037000000000000074e-02 5.002000000000000196e-02 2.867000000000000104e-02 5.790000000000000008e-03 1.220000000000000077e-02 7.320000000000000118e-03 4.177999999999999770e-02
1.403000000000000080e-02 1.830000000000000029e-03 2.739999999999999814e-03 1.219999999999999947e-03 7.320000000000000118e-03 2.135000000000000092e-02 1.281000000000000021e-02 8.229999999999999469e-03 1.798999999999999905e-02 5.790000000000000008e-03
8.540000000000000716e-03 2.999999999999999737e-04 8.540000000000000716e-03 3.660000000000000059e-03 1.098000000000000018e-02 8.540000000000000716e-03 2.196000000000000035e-02 6.100000000000000387e-03 7.620000000000000037e-03 3.050000000000000194e-03
2.378999999999999865e-02 1.311000000000000013e-02 1.005999999999999950e-02 8.229999999999999469e-03 2.043000000000000024e-02 1.220000000000000077e-02 7.929999999999999549e-03 5.031999999999999668e-02 2.739999999999999814e-03 9.150000000000000147e-03
2.999999999999999737e-04 4.570000000000000277e-03 2.739999999999999814e-03 5.790000000000000008e-03 4.270000000000000358e-03 6.099999999999999737e-04 9.100000000000000016e-04 1.067000000000000066e-02 1.830000000000000029e-03 5.790000000000000008e-03
9.150000000000000147e-03 1.219999999999999947e-03 7.929999999999999549e-03 6.100000000000000387e-03 1.830000000000000029e-02 2.999999999999999737e-04 4.270000000000000358e-03 1.494000000000000015e-02 0.000000000000000000e+00 3.384999999999999815e-02
